drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description
Padam Padam,"['romance', 'life', 'melodrama', 'supernatural']","['ex-convict male lead', 'countryside setting', 'angel male lead', 'wrongfully accused', 'older man/younger woman', 'death', 'tragic past', 'obsession', 'murder', 'poor male lead ']",20,5-Dec-11,7-Feb-12,"['monday', 'tuesday']",['jTBC'],65,7.7,3250,2721,1023,15+ - Teens 15 or older,"9,974","['Jung Woo Sung', 'Han Ji Min', 'Kim Bum', 'Park Jung Woo', 'Kim Min Kyung', 'Kim Joon Sung']",['Viki'],7.7,218,"Yang Kang Chil was imprisoned for 16 years for a murder he didn't commit. When he's released, he goes to Seoul accompanied by his guardian angel."
Papa,"['romance', 'drama', 'family', 'melodrama']",[''],16,3-Jan-96,29-Feb-96,"['wednesday', 'thursday']",['KBS2'],60,6.9,21,77005,99999,Not Yet Rated,87,"['Lee Young Ae', 'Bae Yong Joon', 'Cha Tae Hyun', 'Yoon Son Ha', 'Lee Jenny', 'Jin Jae Young']",[],N/A,N/A,N/A
Partners for Justice,"['thriller', 'mystery', 'law', 'medical']","['forensic medical examiner male lead', 'prosecutor female lead', 'forensic science', 'lieutenant supporting character', 'serial killer supporting character', 'detective fiction', 'criminal supporting character', 'age gap [drama life]', 'age gap [real life]', 'warm female lead ']",32,14-May-18,17-Jul-18,"['monday', 'tuesday']",['MBC'],35,8.3,4733,544,914,15+ - Teens 15 or older,"11,337","['Jung Jae Young', 'Jung Yoo Mi', 'Lee Yi Kyung', 'Park Eun Seok', 'Stephanie Lee', 'Joo Jin Mo']","['Viki', 'Apple TV']",N/A,N/A,N/A
Passionate Love,"['business', 'romance', 'family', 'melodrama']","['star crossed lovers', 'soap opera', 'drama ']",47,28-Sep-13,23-Mar-14,"['saturday', 'sunday']",['SBS'],65,6.9,455,5918,3695,Not Yet Rated,"2,180","['Sung Hoon', 'Choi Yoon Young', 'Shim Ji Ho', 'Jeon Kwang Ryul', 'Hwang Shin Hye', 'Jeon Mi Seon']",[],7,21,"Kang Moo Yeol is a third-generation chaebol who has the both the looks and wealth, seems to have it all on the outside, but grows up with family issues and pain from the loss of his past love Han Yoo Rim. Meanwhile, Han Yoo Jung is a diligent and bright, and very independent woman who has a tomboyish and unruly personality which helped her overcome the sudden loss of her family. She is Han Yoo Rim's younger sister and will get involved with Kang Moo Yeol 10 years later. Both Kang Moo Yeol and his half brother Hong Soo Hyuk will fall in love with Han Yoo Jung. But, Moo Yeol and Yoo Jung are star-crossed lovers. Their tragic love story begins because of a tragedy due to their parents. How will they escape their dreary surroundings to succeed?"
Pegasus Market,"['business', 'comedy', 'drama']","['adapted from a webtoon', 'eccentric male lead', 'teamwork', 'boss-employee relationship', 'supermarket', 'corruption', 'nice male lead', 'character development', 'tragic past', 'bromance ']",12,20-Sep-19,6-Dec-19,['friday'],['tvN'],75,8.2,1491,853,2042,15+ - Teens 15 or older,"4,695","['Kim Byung Chul', 'Lee Dong Hwi', 'Jung Hye Sung', 'Choi Kwang Je', 'Jung Min Sung', 'Kang Hong Suk']",[],8.2,83,"""Cheap Cheonlima Mart"" tells the story of employees at a falling-behind store where the staff is king, rather than the customer. While the manager tries to revive the mart, they're up against the ""human bulldozer"" boss that aims to ruin the store."
Perfume,"['comedy', 'romance', 'fantasy']","['phobia', 'transformation', 'modeling', 'eccentric male lead', 'cold man/warm woman', 'clingy male lead', 'double identity', 'mean male lead', 'tragic past', 'poor female lead ']",32,3-Jun-19,23-Jul-19,"['monday', 'tuesday']",['KBS2'],35,7.9,4670,1964,679,15+ - Teens 15 or older,"14,908","['Shin Sung Rok', 'Go Won Hee', 'Ha Jae Sook', 'Cha Ye Ryun', 'Kim Min Gue', 'Kim Jin Kyung']","['Apple TV', 'Viki']",7.2,178,"A suicidal, overweight housewife is sent a magical perfume that makes her look like her 20 year old self, whose dream was to be a model. A phobia ridden, fashion designer hires her as his house servant."
Persona,"['thriller', 'drama']","['miniseries', 'strong female lead', 'sismance', 'psychological', 'anthology', 'father-daughter relationship', 'tennis player', 'infidelity', 'sports', 'friendship ']",4," Apr 11, 2019",N/A,N/A,['Netflix'],20,7.2,6745,5422,808,18+ Restricted (violence & profanity),"12,861","['IU', 'Bae Doo Na', 'Kim Tae Hoon', 'Pierce Conran', 'Park Hae Soo', 'Bae So Young']",['Netflix'],N/A,N/A,N/A
Phantom,"['thriller', 'mystery']","['smart male lead', 'hidden identity', 'murder', 'investigation', 'corruption', 'police department setting', 'detective fiction', 'detective male lead', 'death', 'suspense ']",20,30-May-12,9-Aug-12,"['wednesday', 'thursday']",['SBS'],65,8.3,6894,746,520,Not Yet Rated,"18,596","['So Ji Sub', 'Lee Yun Hee', 'Kwak Do Won', 'Uhm Ki Joon', 'Lee Won Keun', 'Yoon  Ji Hye']","['SBS World', 'Viki']",N/A,N/A,N/A
Phoenix,"['romance', 'drama']","['riches to rags', 'love square', 'rich man/poor woman', 'first love', 'businessman', 'orphan male lead', 'soap opera', 'divorced couple', 'obsession ']",26,5-Apr-04,29-Jun-04,"['monday', 'tuesday']",['MBC'],60,7.3,437,5054,5742,13+ - Teens 13 or older,"1,117","['Lee Eun Joo', 'Lee Seo Jin', 'Eric Mun', 'Jung Hye Young', 'Kim Bin Woo', 'Lee Yoo Jin']",[],7.8,60,"A delightfully twisty inversion of the Cinderella story, Phoenix is about a woman who, by choosing to marry beneath her, falls from princess-status to peasant-status, and then rises again like the proverbial firebird. Lee Ji Eun defies her parents' wishes to marry poor student Jang Sae Hoon, but unable to handle the burdens of poverty, she later succumbs to her family's pressure and divorces him. Heartbroken, her husband leaves for the U.S., and the two don't see each other again until Sae Hoon returns to Korea as a wealthy, self-made businessman, and runs into her again, now a lowly domestic helper. Ji Eun, having experienced many humbling turns in life since he left, is struggling to keep herself and her family afloat, and finds that their roles have been reversed-but will Sae Hoon ever be able to forgive her? Can the ashes of their love turn back into a flame?"
Phoenix 2020,"['business', 'romance', 'drama', 'melodrama']","['disapproving parent', 'time skip', 'divorce', 'family pressure', 'rags to riches', 'first love', 'marriage', 'pregnancy', 'love triangle', 'mdl remake ']",120,26-Oct-20,9-Apr-21,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],30,6.6,154,78990,5819,15+ - Teens 15 or older,"1,089","['Hong Soo Ah', 'Lee Jae Woo', 'Seo Ha Joon', 'Park Young Rin', 'Yang Hye Jin', 'Sung Hyun Ah']",['Viki'],N/A,N/A,N/A
Piano,"['romance', 'melodrama']","['stepsibling romance', 'incest', 'gangster male lead', 'secret romance', 'forbidden love', 'older woman/younger man', 'bad/wrong tag', 'forgiveness', 'bad/wrong tag', 'step-siblings love ']",16,21-Nov-01,10-Jan-02,"['wednesday', 'thursday']",['SBS'],60,7,142,76007,8185,15+ - Teens 15 or older,606,"['Jo Jae Hyun', 'Go Soo', 'Kim Ha Neul', 'Zo In Sung', 'Im Dong Jin', 'Lee Jae Yong']",[],N/A,N/A,N/A
Pied Piper,"['action', 'thriller', 'mystery', 'drama']","['investigation', 'resentment', 'sensitive female lead', 'orphan female lead', 'scheme', 'policewoman', 'injustice', 'smart male lead', 'corruption', 'strong female lead ']",16,7-Mar-16,26-Apr-16,"['monday', 'tuesday']",['tvN'],65,7.9,1046,1681,2272,15+ - Teens 15 or older,"4,165","['Shin Ha Kyun', 'Jo Yoon Hee', 'Yoo  Joon Sang', 'Jeon Gook Hwan', 'Kim Jong Soo', 'Park Sung Geun']",[],7.4,61,N/A
Pink Lipstick,"['romance', 'drama', 'melodrama']","[""best friends' relationship"", 'retaliation', 'multiple marriages', 'wedlock child', 'infidelity', 'revenge', 'marriage', 'friendship ']",149,11-Jan-10,6-Aug-10,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],40,7.2,418,5211,6139,15+ - Teens 15 or older,"1,011","['Park Eun Hye', 'Lee Joo Hyun', 'Park Kwang Hyun', 'Seo Yoo Jung', 'May Bee', 'Jung Yoo Chan']",[],7.5,17,"Park Eun Hye, who rose to prominence inJewel in the Palace,Yi San and Taiwanese dramaSilence, brings her usual charm to this compelling daily drama. With strong ratings, Pink Lipstick'sstory of a good woman turned revenge-seeker against her cheating husband was picked up by a television network in Taiwan. It co-stars Park Kwang Hun (The Bean Chaff of My Life) and Lee Joo Hyun, who is probably best known as the charismatic detective inWhen It's at Night. Yoo Ga Eun (played by Park Eun Hye) is the kind of kind-hearted woman that everyone loves. After falling for Park Jung Woo (Lee Joo Hyun), she dates and then marries him. She has a perfect, happy life, especially after they adopt a daughter. One day, however, she discovers that her husband had an affair with her best friend Mi Ran (Seo Yoo Jung), and that her adopted daughter is the product of that liason. Shaken to the core, Ga Eun sets out on a course that proves that even nice women, when betrayed, can enact justice on those who hurt them. Leaving Jung Woo and taking her life in her own hands, she marries wealthy businessman Maeng Ho Geol as part of a carefully-constructed revenge plan. When a man named Ha Jae Bum (Park Kwang Hyun) unexpectedly enters her life, he may be just the one to offer her the love that her husband didn't - but can she learn to trust again? And when Jae Bum promises to support her no matter what, will she have to sacrifice him to gain revenge? Meanwhile, her ex-husband and scheming best friend discover that the woman they always took for granted has more to her than meets the eye..."
Pinocchio,"['thriller', 'mystery', 'comedy', 'romance']","['tragic past', 'hidden identity', 'double identity', 'journalism', 'adopted siblings love', 'cohabitation', 'revenge', 'wrongfully accused', 'bromance', 'news media ']",20,12-Nov-14,15-Jan-15,"['wednesday', 'thursday']",['SBS'],58,8.4,56404,462,14,15+ - Teens 15 or older,"115,152","['Lee Jong Suk', 'Park Shin Hye', 'Kim Young Kwang', 'Lee Yoo Bi', 'Jin Kyung', 'Lee Pil Mo']","['WeTV', 'Apple TV', 'Viki']",8.1,"7,150","A young boy, whose life and family has been destroyed by new media, gets adopted by a family in a rural area after being found lost at sea. He conceals his past for 13 years. But then the girl he loves, a reporter, finds out the truth."
Player,"['action', 'thriller', 'mystery', 'comedy']","['strong female lead', 'corruption', 'hidden identity', 'conspiracy', 'double identity', 'fight', 'gang', 'unusual friendship', 'badass male lead', 'hardworking male lead ']",14,29-Sep-18,11-Nov-18,"['saturday', 'sunday']",['OCN'],65,8.4,5520,518,614,Not Yet Rated,"16,422","['Song Seung Heon', 'Krystal Jung', 'Lee Si Eon', 'Tae Won Seok', 'Kim Won Hae', 'Ahn Se Ho']","['K-DRAMA', 'Viki', 'WeTV']",7.8,333,"A crime proceeds redemption team consists of a smart swindler, a fighter, a hacker and a driver. The crime proceeds redemption team attempts to take back property hidden away by criminals. Kang Ha-Ri and Cha A-Ryeong are members of the crime proceeds redemption team. Cha A-Ryeong was abandoned by her parents when she was little and she is skilled at driving.

—fahadabe"
"Please Come Back, Soon-ae","['comedy', 'romance']",['body swap '],16,12-Jul-06,31-Aug-06,"['wednesday', 'thursday']",['SBS'],60,6.8,107,77816,11652,Not Yet Rated,312,"['Park Jin Hee', 'Shim Hye Jin', 'Lee Jae Hwang', 'Kwon Hae Hyo', 'Park Mi Sun', 'Kim Hyung Beom']",[],7.3,8,N/A
Please Don't Date Him,"['comedy', 'romance', 'drama', 'sci-fi']","['artificial intelligence', 'nice male lead', 'programmer', 'smart female lead', 'bad/wrong tag', 'obsessive ex-lover', 'clingy ex-boyfriend', 'sismance', 'break off engagement', 'hidden camera crime ']",10,10-Nov-20,12-Jan-21,['tuesday'],"['MBC', 'MBC every1']",60,7.8,3624,2610,966,15+ - Teens 15 or older,"10,530","['Song  Ha Yoon', 'Lee Jun Young', 'Yoon Bo Mi', 'Gong Min Jung', 'Joo Woo Jae', 'Nam Min Woo']","['Viki', 'WeTV', 'Apple TV']",6.9,176,"An AI programmer accidentally develops an AI program called Cho Sang Shin, which will identify trashy humans, and she uses it to save people who are in difficult relationships."
Plus Nine Boys,"['romance', 'family']","['male chases female first', 'friends to lovers', 'multiple couples', 'male centered plot', 'superstition', 'love triangle', 'bromance', 'workplace romance', 'player male lead', 'misunderstanding ']",14,29-Aug-14,11-Oct-14,"['friday', 'saturday']",['tvN'],67,7.8,3973,2333,938,Not Yet Rated,"10,923","['Kim Young Kwang', 'Oh Jung Se', 'Yook Sung Jae', 'Choi Ro Woon', 'Kyung Soo Jin', 'Yoo Da In']",[],N/A,N/A,N/A
Police University,"['mystery', 'comedy', 'romance', 'drama']","['investigation', 'teamwork', 'police academy', 'university', 'student', 'youth', 'honest female lead', 'orphan male lead', 'father-son relationship', 'friendship ']",16,9-Aug-21,5-Oct-21,"['monday', 'tuesday']",['KBS2'],70,7.9,7184,1692,495,15+ - Teens 15 or older,"19,157","['Cha Tae Hyun', 'Jung Jin Young', 'Krystal Jung', 'Hong Soo Hyun', 'Lee Jong Hyuk', 'Kang Shin Il']","['Viki', 'Netflix', 'Prime Video']",7.3,631,"The series depicts the story of a National Police University campus, and the conflict and harmony between professor and students."
"Poong, the Joseon Psychiatrist","['historical', 'mystery', 'romance', 'medical']","['village setting', 'widow female lead', 'doctor female lead', 'doctor male lead', 'historical fiction', 'attempted suicide', 'mental illness', 'trauma', 'psychiatry', 'adapted from a novel ']",12,1-Aug-22,6-Sep-22,"['monday', 'tuesday']",['tvN'],75,8,374,61680,2192,15+ - Teens 15 or older,"4,341","['Kim Min Jae', 'Kim Hyang Gi ', 'Kim Sang Kyung', 'Yoo Sung Joo', 'Jung Won Chang', 'Kim Soo An']",['Viki'],7.9,26,About a royal physician who got expelled from the royal court and now heals souls in a strange but beautiful village.
Poseidon,"['action', 'military', 'mystery', 'romance']","['coast guard', 'workplace romance', 'slight romance', 'teamwork', 'cohabitation', 'tragic past', 'investigation', 'drama ']",16,19-Sep-11,8-Nov-11,"['monday', 'tuesday']",['KBS2'],67,6.9,1726,5878,2264,Not Yet Rated,"4,182","['Choi Si Won', 'Lee Sung Jae', 'Lee Si Young', 'Lee Dong Shin', 'Jang Won Young', 'Jung Woon Taek']",[],5.5,38,"This action packed thriller follows a covert Marines unit that once trailed Choi Hee Gon, maritime kingpin of a notorious crime syndicate. Team leader Kwon Jung Ryool was forced to abort his mission after Hee Gon slayed his wife and all the loved ones of the team's original members. Stranded, Kim Sun Woo, Jung Ryool's trusted young agent, has remained undercover. Years later, with Poseidon's reputation and credibility wrecked, Jung Ryool summons Sun Woo from the underworld and together, they set out to take down Hee Gon once and for all. More than a pretty face, Lee Soo Yoon joins the new team as a corporal who is not to be tampered with. An energetic series, Poseidon showcases Lee Si Young's real-life boxing skills."
Possessed,"['horror', 'comedy', 'romance', 'supernatural']","['detective male lead', 'eccentric male lead', 'strong female lead', 'ghost-seeing female lead', 'special power', 'ghost-seeing male lead', 'shamanism', 'obsession', 'serial killer', 'psychic female lead ']",16,6-Mar-19,25-Apr-19,"['wednesday', 'thursday']","['Netflix', 'OCN']",65,7.3,3065,4901,1195,15+ - Teens 15 or older,"8,595","['Song Sae Byuk', 'Go Joon Hee', 'Yeon Jung Hoon', 'Jo Han Sun', 'Lee Won Jong', 'Park Jin Woo']",['Netflix'],N/A,N/A,N/A
Potato Star 2013QR3,"['romance', 'drama', 'fantasy', 'sitcom']","['rich man/poor woman', ""neighbors' relationship"", 'family ']",120,23-Sep-13,15-May-14,"['monday', 'tuesday', 'wednesday', 'thursday']",['tvN'],30,7.5,826,3989,2149,15+ - Teens 15 or older,"4,434","['Ha Yeon Soo', 'Go Kyung Pyo', 'Yeo Jin Goo', 'Choi Song Hyun', 'Oh Young Shil', 'Noh Joo Hyun']",[],8.1,77,"When a comet falls onto Earth in 2013, strange things start happening to the Noh family and their neighbours."
Pots of Gold,"['business', 'romance', 'family']",[''],50,6-Apr-13,22-Sep-13,"['saturday', 'sunday']",['MBC'],65,7.1,873,5541,3348,15+ - Teens 15 or older,"2,518","['Han Ji Hye', 'Yeon Jung Hoon', 'Baek Jin Hee', 'Park Seo Joon', 'Kim Hyung Jun', 'Lee Tae Sung']",[],N/A,N/A,N/A
Precious Family,"['romance', 'drama', 'family']","[""unhealthy mains' relationship"", 'married couple', 'divorce', 'autism', 'friends to lovers', 'multiple couples ']",68,16-Oct-04,5-Jun-05,"['saturday', 'sunday']",['KBS2'],N/A,7.9,26,62970,99999,Not Yet Rated,226,"['Kim Hee Ae', 'Kim Hae Sook', 'Song Jae Ho', 'Heo Joon Ho', 'Yoo Seung Ho', 'Jung Joon']",[],8.1,7,The drama shows how members of a good-natured family endure life's hardships and how the love they have for each other helps them no matter how many difficulties they face.
Pride and Prejudice,"['mystery', 'law', 'romance']","['prosecutor female lead', 'prosecutor male lead', 'arrogant male lead', 'multiple mains', 'mean male lead', 'love triangle', 'investigation ']",21,27-Oct-14,13-Jan-15,"['monday', 'tuesday']",['MBC'],60,7.6,3974,3594,913,15+ - Teens 15 or older,"11,353","['Choi Jin Hyuk', 'Baek Jin Hee', 'Choi Min Soo', 'Lee Tae Hwan', 'Son Chang Min', 'Choi  Woo Shik']","['Viki', 'Netflix']",7,195,"Sends a chilling message about the nature of a successful high profile corruption prosecution, not limited to the South Korean justice system. Always follow the money."
Priest,"['thriller', 'horror', 'romance', 'drama']","['church setting', 'exorcist male lead', 'priest supporting character', 'priest male lead', 'psychiatrist supporting character', 'detective supporting character', 'nurse supporting character', 'doctor supporting character', 'doctor female lead', 'catholicism in korea ']",16,24-Nov-18,20-Jan-19,"['saturday', 'sunday']",['OCN'],60,7.9,1707,1737,1773,15+ - Teens 15 or older,"5,468","['Yeon Woo Jin', 'Jung Yoo Mi', 'Park Yong Woo', 'Son Jong Hak', 'Oh Yeon Ah', 'Yu Bee']",[],7.3,118,"Oh Soo Min is a former doctor, but he is now a Catholic priest. He performs exorcisms. Meanwhile, Ham Eun Ho is a doctor in the emergency room of a hospital. One day, Oh Soo Min goes to the hospital where Ham Eun Ho works. She gets involved with him.

—Karolline Rodrigues"
Prime Minister & I,"['comedy', 'romance', 'drama', 'family']","['prime minister', 'contract relationship', 'journalism', 'older man/younger woman', 'single father male lead', 'marriage', 'death of a parent', 'car accident', 'age gap [drama life]', 'age gap [real life] ']",17,9-Dec-13,4-Feb-14,"['monday', 'tuesday']",['KBS2'],60,7.3,8747,4832,573,Not Yet Rated,"17,185","['Im Yoon Ah', 'Lee Bum Soo', 'Yoon Shi Yoon', 'Chae Jung An', 'Ryu Jin', 'Yoon Hae Young']",['Viki'],N/A,N/A,N/A
Princess Aurora,"['comedy', 'romance', 'drama', 'family']","['soap opera', 'second chance', 'riches to rags', 'unrequited love', 'marriage ']",150,20-May-13,20-Dec-13,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['MBC'],39,7.1,95,74127,7221,15+ - Teens 15 or older,764,"['Jeon So Min', 'Oh Chang Seok', 'Seo Ha Joon', 'Oh Dae Gyu', 'Im Hyuk', 'Kim Se Min']",[],7.8,16,"Aurora is a 25-year-old woman whose family owns Chunwang Foods, a large food conglomerate. Both of her parents are in their seventies and a 20-plus age difference exists between Aurora and her three other male siblings; Wang Sung, Geum Sung, and Su Sung. At first, people think she is a rich spoiled brat but there's more to her than meets the eye. She intervenes to salvage her 50-year-old second brother's marriage by getting rid of his mistress who had lied about getting pregnant by her brother. As the youngest child of a wealthy family, she has turned out alright instead of becoming a spoiled material girl. She is uber-confident and speaks her mind to everyone around her. One day, she falls head over heels for Hwang Mama, an irritable novelist and a perfectionist. Aurora oozes with charm and confidence. Nothing can faze her. Hwang Mama's chiseled good looks make him incomparable to other men. But he has one flaw that could torpedo his relationship with Aurora. Can the couple overcome it?

—MBC"
Princess Hours,"['comedy', 'romance', 'drama']","['innocent female lead', 'prince male lead', 'cheerful female lead', 'arrogant male lead', 'cold male lead', 'noble man/common woman', 'alternate universe', 'airhead female lead', 'royalty', 'eccentric female lead ']",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31970,9341,15+ - Teens 15 or older,482,[],[],N/A,N/A,N/A
Prison Playbook,"['comedy', 'crime', 'life', 'drama']","['prison', 'bromance', 'wrongfully accused', 'life lesson', 'slight romance', 'strong male lead', 'character development', 'murder', 'baseball', 'black comedy ']",16,22-Nov-17,18-Jan-18,"['wednesday', 'thursday']","['Netflix', 'tvN']",92,9,22000,17,84,15+ - Teens 15 or older,"58,726","['Park Hae Soo', 'Jung Kyung Ho', 'Krystal Jung', 'Im Hwa Young', 'Ye Soo Jung', 'Kim Kyung Nam']","['Disney+ Hotstar', 'Netflix', 'K-DRAMA']",8.5,"3,324","Baseball pitcher Kim Je-hyeok becomes a convict overnight after being sent to prison for defending his sister from a sexual assault, days before he was due to fly to the US to join the Boston Red Sox."
Private Lives,"['thriller', 'mystery', 'romance', 'crime']","['fraud', 'corruption', 'swindling', 'secret organization', 'marriage', 'lovers to enemies', 'espionage', 'detective agency', 'enemies to friends', 'conspiracy ']",16,7-Oct-20,26-Nov-20,"['wednesday', 'thursday']","['jTBC', 'Netflix']",75,7.5,5916,4161,610,15+ - Teens 15 or older,"16,526","['Seo Hyun', 'Go Kyung Pyo', 'Kim Hyo Jin', 'Kim Young Min', 'Tae Won Seok', 'Park Sung Geun']",['Netflix'],6.6,628,"In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation."
Protect the Boss,"['business', 'comedy', 'romance', 'melodrama']","['boss-employee relationship', 'strong female lead', 'sismance', 'love square', 'phobia', 'eccentric male lead', 'childish male lead', 'ex-girlfriend comes back', 'sassy female lead', 'male chases female first ']",18,3-Aug-11,29-Sep-11,"['wednesday', 'thursday']",['SBS'],65,7.6,15464,3216,251,15+ - Teens 15 or older,"31,129","['Choi Kang Hee', 'Ji Sung', 'Kim Jae Joong', 'Wang Ji Hye', 'Lee Hee Won', 'Park Young Gyu']","['Viki', 'Apple TV']",7,668,"After a long stretch of unemployment No Eun Seol lands a job as secretary to Cha Ji Heon the youngest son of a rich family. However her secretary duties go beyond the ordinary, helping her boss cope and function in normal society."
Psychopath Diary,"['thriller', 'mystery', 'comedy', 'crime']","['black comedy', 'amnesia', 'personality change', 'nice male lead', 'misunderstanding', 'wrongfully accused', 'investigation', 'murder', 'smart female lead', 'policewoman ']",16,20-Nov-19,9-Jan-20,"['wednesday', 'thursday']",['tvN'],80,8.4,8156,524,374,15+ - Teens 15 or older,"23,413","['Yoon Shi Yoon', 'Jung In Sun', 'Park Sung Hoon', 'Lee  Han Wi', 'Hwang Geum Byul', 'Kim Kyul']",['Viki'],7.8,556,"""Psychopath Diary"" is the story of Yook Dong Sik who coincidentally picks up the diary of a serial killer."
Punch,"['thriller', 'drama', 'political']","['corruption', 'terminal illness', 'strong female lead', 'power struggle', 'morally ambiguous male lead', 'prosecutor female lead', 'prosecutor male lead', 'greed', 'married couple', 'father-daughter relationship ']",19,15-Dec-14,17-Feb-15,"['monday', 'tuesday']",['SBS'],62,8.1,1461,1211,1775,15+ - Teens 15 or older,"5,456","['Kim Rae Won', 'Kim Ah Joong', 'Jo Jae Hyun', 'Seo Ji Hye', 'Choi Myung Gil', 'Ohn Joo Wan']","['SBS World', 'Viki']",7.4,14,Yu Bin's brother dies in a boxing match. Yu Bin decides to become a female boxer. Yu Bin meets Han Sae and the two become a couple.
Pure Love,"['comedy', 'drama', 'family', 'melodrama']",[''],125,18-Feb-13,16-Aug-13,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],35,7.5,40,68546,8436,Not Yet Rated,574,"['Lee Jae Ryong', 'Lee Hoon', 'Do Ji Won', 'Kim Tae Hoon', 'Jeon Mi Seon', 'Song Ji Eun']",[],N/A,N/A,N/A
Pure Pumpkin Flower,"['drama', 'family']","['hardship', 'cheerful female lead', 'chasing a dream', 'bright female lead', 'soap opera', 'deception', 'father-daughter relationship', 'strong female lead ']",124,15-Nov-10,11-Apr-11,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],30,7.1,32,74192,99999,15+ - Teens 15 or older,206,"['Lee Chung Ah', 'Bae Jong Ok', 'Jin Tae Hyun', 'Park Shi Eun', 'Park Young Ji', 'Lee Hye Sook']",[],N/A,N/A,N/A
Que Sera Sera,"['romance', 'drama', 'melodrama']","['self- redemption', 'redemption', 'nice female lead', 'rich female lead', 'playboy male lead', 'naive female lead', 'jealousy', 'enemies to lovers', 'contract relationship', 'character development ']",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31610,3692,15+ - Teens 15 or older,"2,184","['Wi Ha Joon', 'Jeon So Nee']",[],N/A,N/A,N/A
Queen and I,"['historical', 'comedy', 'romance', 'fantasy']","['time travel', 'smart male lead', 'joseon dynasty', 'calm male lead', 'nice male lead', 'amnesia', 'height difference', 'famous lead/common lead', 'past and present', 'fate ']",16,18-Apr-12,7-Jun-12,"['wednesday', 'thursday']",['tvN'],45,8.4,20785,393,141,15+ - Teens 15 or older,"45,113","['Ji Hyun Woo', 'Yoo In Na', 'Kim Jin Woo', 'Ga Deuk Hee', 'Seo Woo Jin', 'Kim Won Hae']","['AsianCrush', 'Prime Video']",N/A,N/A,N/A
Queen for Seven Days,"['historical', 'romance', 'melodrama', 'political']","['joseon dynasty', 'sibling rivalry', 'lying', 'revenge', 'first love', 'strong female lead', 'love triangle', 'royalty', 'jealousy', 'drama ']",20,31-May-17,3-Aug-17,"['wednesday', 'thursday']",['KBS2'],60,8.3,6408,764,536,15+ - Teens 15 or older,"18,191","['Park Min Young', 'Yeon Woo Jin', 'Lee Dong Gun', 'Jang Hyun Sung', 'Kang Shin Il', 'Go Bo Gyeol']","['Viki', 'Apple TV']",N/A,N/A,N/A
Queen of Mystery,"['action', 'mystery', 'comedy', 'drama']","['crime solving duo', 'smart female lead', 'tough male lead', 'badass male lead', 'badass female lead', 'teamwork', 'sassy female lead', 'strong female lead', 'murder', ""best friends' relationship ""]",16,5-Apr-17,25-May-17,"['wednesday', 'thursday']",['KBS2'],60,8.2,3815,908,991,15+ - Teens 15 or older,"10,261","['Choi Kang Hee', 'Kwon Sang Woo', 'Lee Won Keun', 'Jeon Soo Jin', 'Park Joon Geum', 'Kim Hyun Sook']","['Apple TV', 'Viki']",N/A,N/A,N/A
Queen of Mystery 2,"['action', 'mystery', 'comedy', 'drama']","['slight romance', ""best friends' relationship"", 'police department setting', 'housewife female lead', 'detective male lead', 'investigator female lead', 'badass male lead', 'badass female lead', 'crime solving duo', 'orphan female lead ']",16,28-Feb-18,19-Apr-18,"['wednesday', 'thursday']",['KBS2'],65,7.9,1850,1708,2088,15+ - Teens 15 or older,"4,567","['Kwon Sang Woo', 'Choi Kang Hee', 'Park Byung Eun', 'Lee Da Hee', 'Oh Min Suk', 'Kim Hyun Sook']","['Apple TV', 'Viki']",N/A,N/A,N/A
Queen: Love and War,"['historical', 'romance', 'fantasy', 'political']","['joseon dynasty', 'revenge', 'power struggle', 'competition', 'hidden identity', 'flashback to past', 'male chases female first', 'murder', 'first love', 'amnesia ']",16,14-Dec-19,9-Feb-20,"['saturday', 'sunday']","['TV Chosun', 'Viki']",70,7.9,2626,1936,1394,15+ - Teens 15 or older,"7,324","['Jin Se Yeon', 'Kim Min Gue', 'Do Sang Woo', 'Lee Yeol Eum', 'Lee Si Eon', 'Lee Hwa Kyum']",['Viki'],7.6,153,A fantasy sageuk about those who struggle for power and the queen's throne.
Quiz of God,"['mystery', 'drama', 'medical']","['forensic medical examiner male lead', 'strong female lead', 'murder', 'nice male lead', 'investigation', 'slight romance', 'obsessive-compulsive disorder', 'disability', 'workplace setting', 'neurosurgeon male lead ']",12,10-Jun-11,26-Aug-11,['friday'],['OCN'],50,8.2,1964,912,2366,15+ - Teens 15 or older,"3,963","['Ryu Deok Hwan', 'Yoon Joo Hee', 'Choi Jung Woo', 'Lee Ha Rin', 'Choo Seung Wook', 'Lee Seol Hee']",[],N/A,N/A,N/A
